Source,Station,Latitude,Longitude,Region,Year,Month,Date,Microcystis,Secchi,Temperature
FMWT,072,38.18775,-121.58057,Upper Sac,2007,9,2007-09-13,1,90,20.8
FMWT,072,38.18775,-121.58057,Upper Sac,2007,10,2007-10-16,1,200,16.2
FMWT,072,38.18775,-121.58057,Upper Sac,2007,11,2007-11-16,1,137,14.5
FMWT,072,38.18775,-121.58057,Upper Sac,2007,12,2007-12-17,1,74,8.2
FMWT,072,38.18775,-121.58057,Upper Sac,2008,9,2008-09-18,1,95,20
FMWT,072,38.18775,-121.58057,Upper Sac,2008,10,2008-10-17,1,200,15.8
FMWT,072,38.18775,-121.58057,Upper Sac,2008,11,2008-11-14,1,117,14.9
FMWT,072,38.18775,-121.58057,Upper Sac,2008,12,2008-12-17,1,NA,8.2
FMWT,072,38.18775,-121.58057,Upper Sac,2009,9,2009-09-22,1,200,22.1
FMWT,072,38.18775,-121.58057,Upper Sac,2009,10,2009-10-21,1,200,18.1
FMWT,072,38.18775,-121.58057,Upper Sac,2009,11,2009-11-17,1,200,13.2
FMWT,072,38.18775,-121.58057,Upper Sac,2009,12,2009-12-16,1,75,9.1
FMWT,072,38.18775,-121.58057,Upper Sac,2010,9,2010-09-23,1,138,18.9
FMWT,072,38.18775,-121.58057,Upper Sac,2010,10,2010-10-18,1,176,18
FMWT,072,38.18775,-121.58057,Upper Sac,2010,11,2010-11-08,1,138,15.5
FMWT,072,38.18775,-121.58057,Upper Sac,2010,12,2010-12-07,1,78,11.2
FMWT,073,38.27433,-121.53937,Upper Sac,2007,9,2007-09-13,1,100,20.3
FMWT,073,38.27433,-121.53937,Upper Sac,2007,10,2007-10-16,1,200,16.3
FMWT,073,38.27433,-121.53937,Upper Sac,2007,11,2007-11-16,1,170,14.7
FMWT,073,38.27433,-121.53937,Upper Sac,2007,12,2007-12-17,1,74,8.7
FMWT,073,38.27433,-121.53937,Upper Sac,2008,9,2008-09-18,1,123,20.9
FMWT,073,38.27433,-121.53937,Upper Sac,2008,10,2008-10-17,1,200,16.6
FMWT,073,38.27433,-121.53937,Upper Sac,2008,11,2008-11-14,1,142,15
FMWT,073,38.27433,-121.53937,Upper Sac,2008,12,2008-12-17,1,NA,8.1
FMWT,073,38.27433,-121.53937,Upper Sac,2009,9,2009-09-22,1,200,22.7
FMWT,073,38.27433,-121.53937,Upper Sac,2009,10,2009-10-21,1,200,17.9
FMWT,073,38.27433,-121.53937,Upper Sac,2009,11,2009-11-17,1,200,13.3
FMWT,073,38.27433,-121.53937,Upper Sac,2009,12,2009-12-16,1,80,9.9
FMWT,073,38.27433,-121.53937,Upper Sac,2010,9,2010-09-23,1,118,19
FMWT,073,38.27433,-121.53937,Upper Sac,2010,10,2010-10-18,1,158,17.9
FMWT,073,38.27433,-121.53937,Upper Sac,2010,11,2010-11-08,1,195,15.7
FMWT,073,38.27433,-121.53937,Upper Sac,2010,12,2010-12-07,1,63,11.5
FMWT,703,38.06087,-121.79692,Lower Sac,2008,9,2008-09-17,2,54,18.6
FMWT,703,38.06087,-121.79692,Lower Sac,2008,10,2008-10-16,2,68,16
FMWT,703,38.06087,-121.79692,Lower Sac,2008,11,2008-11-07,1,69,14.8
FMWT,703,38.06087,-121.79692,Lower Sac,2008,12,2008-12-16,1,NA,9.6
FMWT,703,38.06087,-121.79692,Lower Sac,2009,9,2009-09-16,1,45,20.5
FMWT,703,38.06087,-121.79692,Lower Sac,2009,10,2009-10-19,1,53,16.9
FMWT,703,38.06087,-121.79692,Lower Sac,2009,11,2009-11-10,1,40,15.2
FMWT,703,38.06087,-121.79692,Lower Sac,2009,12,2009-12-10,1,38,9.2
FMWT,703,38.06087,-121.79692,Lower Sac,2010,9,2010-09-20,1,69,19.2
FMWT,703,38.06087,-121.79692,Lower Sac,2010,10,2010-10-12,1,67,20
FMWT,703,38.06087,-121.79692,Lower Sac,2010,11,2010-11-09,1,62,15.4
FMWT,703,38.06087,-121.79692,Lower Sac,2010,12,2010-12-06,1,76,10.4
FMWT,707,38.11397,-121.70797,Lower Sac,2007,9,2007-09-13,1,65,20.4
FMWT,707,38.11397,-121.70797,Lower Sac,2007,10,2007-10-10,1,77,17.1
FMWT,707,38.11397,-121.70797,Lower Sac,2007,11,2007-11-15,1,55.00000000000001,15.5
FMWT,707,38.11397,-121.70797,Lower Sac,2007,12,2007-12-12,1,91,10.1
FMWT,707,38.11397,-121.70797,Lower Sac,2008,9,2008-09-17,2,38,19.6
FMWT,707,38.11397,-121.70797,Lower Sac,2008,10,2008-10-16,2,49,16.6
FMWT,707,38.11397,-121.70797,Lower Sac,2008,11,2008-11-07,1,79,15.3
FMWT,707,38.11397,-121.70797,Lower Sac,2008,12,2008-12-16,1,NA,9.5
FMWT,707,38.11397,-121.70797,Lower Sac,2009,9,2009-09-16,1,70,20.8
FMWT,707,38.11397,-121.70797,Lower Sac,2009,10,2009-10-19,1,61,17.2
FMWT,707,38.11397,-121.70797,Lower Sac,2009,11,2009-11-10,1,66,15
FMWT,707,38.11397,-121.70797,Lower Sac,2009,12,2009-12-10,1,34,8.9
FMWT,707,38.11397,-121.70797,Lower Sac,2010,9,2010-09-20,1,85,19.8
FMWT,707,38.11397,-121.70797,Lower Sac,2010,10,2010-10-12,1,77,19.5
FMWT,707,38.11397,-121.70797,Lower Sac,2010,11,2010-11-09,2,95,15.1
FMWT,707,38.11397,-121.70797,Lower Sac,2010,12,2010-12-06,1,111.00000000000001,10.4
FMWT,701,38.06505,-121.83475,Lower Sac,2007,9,2007-09-18,1,48,20.4
FMWT,701,38.06505,-121.83475,Lower Sac,2007,11,2007-11-15,1,67,15.3
FMWT,701,38.06505,-121.83475,Lower Sac,2007,12,2007-12-12,1,45,9.4
FMWT,701,38.06505,-121.83475,Lower Sac,2008,9,2008-09-17,2,53,18.2
FMWT,701,38.06505,-121.83475,Lower Sac,2008,10,2008-10-16,3,72,16.4
FMWT,701,38.06505,-121.83475,Lower Sac,2008,11,2008-11-14,1,61,15.2
FMWT,701,38.06505,-121.83475,Lower Sac,2008,12,2008-12-16,1,NA,9.3
FMWT,701,38.06505,-121.83475,Lower Sac,2009,9,2009-09-16,1,50,20
FMWT,701,38.06505,-121.83475,Lower Sac,2009,10,2009-10-19,1,56.99999999999999,16.9
FMWT,701,38.06505,-121.83475,Lower Sac,2009,11,2009-11-10,2,70,14.8
FMWT,701,38.06505,-121.83475,Lower Sac,2009,12,2009-12-10,1,54,9.1
FMWT,701,38.06505,-121.83475,Lower Sac,2010,9,2010-09-20,1,67,19.4
FMWT,701,38.06505,-121.83475,Lower Sac,2010,10,2010-10-12,1,82,20.5
FMWT,701,38.06505,-121.83475,Lower Sac,2010,11,2010-11-09,1,51,15.1
FMWT,701,38.06505,-121.83475,Lower Sac,2010,12,2010-12-06,1,61,10.5
FMWT,703,38.06087,-121.79692,Lower Sac,2007,9,2007-09-18,1,56.00000000000001,20.2
FMWT,703,38.06087,-121.79692,Lower Sac,2007,10,2007-10-10,1,59,17.6
FMWT,703,38.06087,-121.79692,Lower Sac,2007,11,2007-11-15,1,56.99999999999999,15.3
FMWT,703,38.06087,-121.79692,Lower Sac,2007,12,2007-12-12,1,47,9.5
FMWT,704,38.07087,-121.77892,Lower Sac,2007,9,2007-09-18,1,49,20.2
FMWT,704,38.07087,-121.77892,Lower Sac,2007,10,2007-10-10,1,57.99999999999999,18.9
FMWT,704,38.07087,-121.77892,Lower Sac,2007,11,2007-11-15,2,46,15.2
FMWT,704,38.07087,-121.77892,Lower Sac,2007,12,2007-12-12,1,43,9.7
FMWT,704,38.07087,-121.77892,Lower Sac,2008,9,2008-09-17,2,79,18.3
FMWT,704,38.07087,-121.77892,Lower Sac,2008,10,2008-10-16,2,48,16.1
FMWT,704,38.07087,-121.77892,Lower Sac,2008,11,2008-11-07,1,68,15.1
FMWT,704,38.07087,-121.77892,Lower Sac,2008,12,2008-12-16,1,NA,9.3
FMWT,704,38.07087,-121.77892,Lower Sac,2009,9,2009-09-16,1,48,20.3
FMWT,704,38.07087,-121.77892,Lower Sac,2009,10,2009-10-19,1,52,17.1
FMWT,704,38.07087,-121.77892,Lower Sac,2009,11,2009-11-10,1,44,15.1
FMWT,704,38.07087,-121.77892,Lower Sac,2009,12,2009-12-10,1,42,9.1
FMWT,704,38.07087,-121.77892,Lower Sac,2010,9,2010-09-20,1,67,19.3
FMWT,704,38.07087,-121.77892,Lower Sac,2010,10,2010-10-12,1,59,19.8
FMWT,704,38.07087,-121.77892,Lower Sac,2010,11,2010-11-09,1,46,15.1
FMWT,704,38.07087,-121.77892,Lower Sac,2010,12,2010-12-06,1,67,10.3
FMWT,705,38.07925,-121.7618,Lower Sac,2007,9,2007-09-18,1,52,20.3
FMWT,705,38.07925,-121.7618,Lower Sac,2007,10,2007-10-10,1,61,18
FMWT,705,38.07925,-121.7618,Lower Sac,2007,11,2007-11-15,1,46,15.4
FMWT,705,38.07925,-121.7618,Lower Sac,2007,12,2007-12-12,1,56.00000000000001,9.8
FMWT,705,38.07925,-121.7618,Lower Sac,2008,9,2008-09-17,2,54,18.4
FMWT,705,38.07925,-121.7618,Lower Sac,2008,10,2008-10-16,2,47,16.1
FMWT,705,38.07925,-121.7618,Lower Sac,2008,11,2008-11-07,1,63,15.2
FMWT,705,38.07925,-121.7618,Lower Sac,2008,12,2008-12-16,1,NA,9.1
FMWT,705,38.07925,-121.7618,Lower Sac,2009,9,2009-09-16,1,70,20.7
FMWT,705,38.07925,-121.7618,Lower Sac,2009,10,2009-10-19,1,45,17
FMWT,705,38.07925,-121.7618,Lower Sac,2009,11,2009-11-10,1,43,14.8
FMWT,705,38.07925,-121.7618,Lower Sac,2009,12,2009-12-10,1,37,8.9
FMWT,705,38.07925,-121.7618,Lower Sac,2010,9,2010-09-20,1,87,19.6
FMWT,705,38.07925,-121.7618,Lower Sac,2010,10,2010-10-12,1,96,20
FMWT,705,38.07925,-121.7618,Lower Sac,2010,11,2010-11-09,1,55.00000000000001,15.2
FMWT,705,38.07925,-121.7618,Lower Sac,2010,12,2010-12-06,1,78,10.1
FMWT,706,38.0903,-121.74,Lower Sac,2007,9,2007-09-18,1,64,20.4
FMWT,706,38.0903,-121.74,Lower Sac,2007,10,2007-10-10,1,66,17.5
FMWT,706,38.0903,-121.74,Lower Sac,2007,11,2007-11-15,1,48,15.3
FMWT,706,38.0903,-121.74,Lower Sac,2007,12,2007-12-12,1,59,9.7
FMWT,706,38.0903,-121.74,Lower Sac,2008,9,2008-09-17,2,32,18.6
FMWT,706,38.0903,-121.74,Lower Sac,2008,10,2008-10-16,2,41,16.4
FMWT,706,38.0903,-121.74,Lower Sac,2008,11,2008-11-07,1,76,15.3
FMWT,706,38.0903,-121.74,Lower Sac,2008,12,2008-12-16,1,NA,9.3
FMWT,706,38.0903,-121.74,Lower Sac,2009,9,2009-09-16,1,50,20.8
FMWT,706,38.0903,-121.74,Lower Sac,2009,10,2009-10-19,1,37,17.1
FMWT,706,38.0903,-121.74,Lower Sac,2009,11,2009-11-10,1,52,15
FMWT,706,38.0903,-121.74,Lower Sac,2009,12,2009-12-10,1,42,9
FMWT,706,38.0903,-121.74,Lower Sac,2010,9,2010-09-20,1,88,19.7
FMWT,706,38.0903,-121.74,Lower Sac,2010,10,2010-10-12,1,62,19.6
FMWT,706,38.0903,-121.74,Lower Sac,2010,11,2010-11-09,1,55.00000000000001,15.1
FMWT,706,38.0903,-121.74,Lower Sac,2010,12,2010-12-06,1,92,10.4
FMWT,708,38.12608,-121.6967,Lower Sac,2007,9,2007-09-13,1,79,20.5
FMWT,708,38.12608,-121.6967,Lower Sac,2007,10,2007-10-10,1,67,17.1
FMWT,708,38.12608,-121.6967,Lower Sac,2007,11,2007-11-15,1,57.99999999999999,15.4
FMWT,708,38.12608,-121.6967,Lower Sac,2007,12,2007-12-12,1,99,10
FMWT,708,38.12608,-121.6967,Lower Sac,2008,9,2008-09-17,2,48,19.6
FMWT,708,38.12608,-121.6967,Lower Sac,2008,10,2008-10-16,2,37,16.6
FMWT,708,38.12608,-121.6967,Lower Sac,2008,11,2008-11-07,1,84,15.3
FMWT,708,38.12608,-121.6967,Lower Sac,2008,12,2008-12-16,1,NA,9.5
FMWT,708,38.12608,-121.6967,Lower Sac,2009,9,2009-09-16,1,67,21.2
FMWT,708,38.12608,-121.6967,Lower Sac,2009,10,2009-10-19,1,67,17.3
FMWT,708,38.12608,-121.6967,Lower Sac,2009,11,2009-11-10,1,71,15
FMWT,708,38.12608,-121.6967,Lower Sac,2009,12,2009-12-10,1,43,8.9
FMWT,708,38.12608,-121.6967,Lower Sac,2010,9,2010-09-20,1,94,19.8
FMWT,708,38.12608,-121.6967,Lower Sac,2010,10,2010-10-12,1,74,19.2
FMWT,708,38.12608,-121.6967,Lower Sac,2010,11,2010-11-09,1,100,15.2
FMWT,708,38.12608,-121.6967,Lower Sac,2010,12,2010-12-06,1,95,10.7
FMWT,709,38.14787,-121.69048,Lower Sac,2007,9,2007-09-13,1,65,20.4
FMWT,709,38.14787,-121.69048,Lower Sac,2007,10,2007-10-10,1,69,17.1
FMWT,709,38.14787,-121.69048,Lower Sac,2007,11,2007-11-15,1,81,15.3
FMWT,709,38.14787,-121.69048,Lower Sac,2007,12,2007-12-12,1,85,10
FMWT,709,38.14787,-121.69048,Lower Sac,2008,9,2008-09-17,1,50,19.9
FMWT,709,38.14787,-121.69048,Lower Sac,2008,10,2008-10-16,1,49,16.5
FMWT,709,38.14787,-121.69048,Lower Sac,2008,11,2008-11-07,1,96,15.5
FMWT,709,38.14787,-121.69048,Lower Sac,2008,12,2008-12-16,1,NA,9.3
FMWT,709,38.14787,-121.69048,Lower Sac,2009,9,2009-09-16,1,50,21.3
FMWT,709,38.14787,-121.69048,Lower Sac,2009,10,2009-10-19,1,60,17.3
FMWT,709,38.14787,-121.69048,Lower Sac,2009,11,2009-11-10,1,81,15.1
FMWT,709,38.14787,-121.69048,Lower Sac,2009,12,2009-12-10,1,77,8.7
FMWT,709,38.14787,-121.69048,Lower Sac,2010,9,2010-09-20,1,82,19.9
FMWT,709,38.14787,-121.69048,Lower Sac,2010,10,2010-10-12,1,67,19.6
FMWT,709,38.14787,-121.69048,Lower Sac,2010,11,2010-11-09,1,98,15.4
FMWT,709,38.14787,-121.69048,Lower Sac,2010,12,2010-12-06,1,104,10.5
FMWT,710,38.162,-121.68228,Lower Sac,2007,9,2007-09-13,1,68,20.2
FMWT,710,38.162,-121.68228,Lower Sac,2007,10,2007-10-10,1,86,17.3
FMWT,710,38.162,-121.68228,Lower Sac,2007,11,2007-11-15,1,83,15.4
FMWT,710,38.162,-121.68228,Lower Sac,2007,12,2007-12-12,1,88,9.8
FMWT,710,38.162,-121.68228,Lower Sac,2008,9,2008-09-17,1,59,20.3
FMWT,710,38.162,-121.68228,Lower Sac,2008,10,2008-10-16,1,59,16.6
FMWT,710,38.162,-121.68228,Lower Sac,2008,11,2008-11-07,1,98,15.7
FMWT,710,38.162,-121.68228,Lower Sac,2008,12,2008-12-16,1,NA,9.3
FMWT,710,38.162,-121.68228,Lower Sac,2009,9,2009-09-16,1,67,21.2
FMWT,710,38.162,-121.68228,Lower Sac,2009,10,2009-10-19,1,66,17.3
FMWT,710,38.162,-121.68228,Lower Sac,2009,11,2009-11-10,1,88,15.1
FMWT,710,38.162,-121.68228,Lower Sac,2009,12,2009-12-10,1,105,8.5
FMWT,710,38.162,-121.68228,Lower Sac,2010,9,2010-09-20,1,77,19.9
FMWT,710,38.162,-121.68228,Lower Sac,2010,10,2010-10-12,1,79,19.4
FMWT,710,38.162,-121.68228,Lower Sac,2010,11,2010-11-09,1,114.99999999999999,15.3
FMWT,710,38.162,-121.68228,Lower Sac,2010,12,2010-12-06,1,115.99999999999999,10.6
FMWT,711,38.17595,-121.67028,Lower Sac,2007,9,2007-09-13,1,76,20.3
FMWT,711,38.17595,-121.67028,Lower Sac,2007,10,2007-10-10,1,66,17.1
FMWT,711,38.17595,-121.67028,Lower Sac,2007,11,2007-11-15,1,90,15.5
FMWT,711,38.17595,-121.67028,Lower Sac,2007,12,2007-12-12,1,89,9.8
FMWT,711,38.17595,-121.67028,Lower Sac,2008,9,2008-09-17,1,43,20.1
FMWT,711,38.17595,-121.67028,Lower Sac,2008,10,2008-10-16,1,74,16.4
FMWT,711,38.17595,-121.67028,Lower Sac,2008,11,2008-11-07,1,103,15.8
FMWT,711,38.17595,-121.67028,Lower Sac,2008,12,2008-12-16,1,NA,8.9
FMWT,711,38.17595,-121.67028,Lower Sac,2009,9,2009-09-16,1,60,21.2
FMWT,711,38.17595,-121.67028,Lower Sac,2009,10,2009-10-19,1,57.99999999999999,17.3
FMWT,711,38.17595,-121.67028,Lower Sac,2009,11,2009-11-10,1,81,15.2
FMWT,711,38.17595,-121.67028,Lower Sac,2009,12,2009-12-10,1,107,8.5
FMWT,711,38.17595,-121.67028,Lower Sac,2010,9,2010-09-20,1,86,19.9
FMWT,711,38.17595,-121.67028,Lower Sac,2010,10,2010-10-12,1,84,19.2
FMWT,711,38.17595,-121.67028,Lower Sac,2010,11,2010-11-09,1,114.99999999999999,15.5
FMWT,711,38.17595,-121.67028,Lower Sac,2010,12,2010-12-06,1,92,11.1
FMWT,712,38.19042,-121.64095,Upper Sac,2007,9,2007-09-13,1,89,20.2
FMWT,712,38.19042,-121.64095,Upper Sac,2007,10,2007-10-16,1,200,15.9
FMWT,712,38.19042,-121.64095,Upper Sac,2007,11,2007-11-16,1,98,14.7
FMWT,712,38.19042,-121.64095,Upper Sac,2007,12,2007-12-17,1,90,8.4
FMWT,712,38.19042,-121.64095,Upper Sac,2008,9,2008-09-18,1,110.00000000000001,21.2
FMWT,712,38.19042,-121.64095,Upper Sac,2008,10,2008-10-17,1,200,17.4
FMWT,712,38.19042,-121.64095,Upper Sac,2008,11,2008-11-14,1,100,15.3
FMWT,712,38.19042,-121.64095,Upper Sac,2008,12,2008-12-16,1,NA,8.7
FMWT,712,38.19042,-121.64095,Upper Sac,2009,9,2009-09-16,1,169,21.9
FMWT,712,38.19042,-121.64095,Upper Sac,2009,10,2009-10-19,1,173,17.3
FMWT,712,38.19042,-121.64095,Upper Sac,2009,11,2009-11-10,1,112.00000000000001,15.3
FMWT,712,38.19042,-121.64095,Upper Sac,2009,12,2009-12-10,1,145,8.4
FMWT,712,38.19042,-121.64095,Upper Sac,2010,9,2010-09-20,1,109.00000000000001,20
FMWT,712,38.19042,-121.64095,Upper Sac,2010,10,2010-10-12,1,159,18.8
FMWT,712,38.19042,-121.64095,Upper Sac,2010,11,2010-11-16,1,167,14.2
FMWT,712,38.19042,-121.64095,Upper Sac,2010,12,2010-12-07,1,98,12.1
FMWT,713,38.20712,-121.66008,Cache/Liberty,2007,9,2007-09-13,1,77,20.3
FMWT,713,38.20712,-121.66008,Cache/Liberty,2007,10,2007-10-10,1,61,16.9
FMWT,713,38.20712,-121.66008,Cache/Liberty,2007,11,2007-11-15,1,129,15.5
FMWT,713,38.20712,-121.66008,Cache/Liberty,2007,12,2007-12-17,1,87,8.5
FMWT,713,38.20712,-121.66008,Cache/Liberty,2008,9,2008-09-17,1,35,19.3
FMWT,713,38.20712,-121.66008,Cache/Liberty,2008,10,2008-10-16,1,60,16.5
FMWT,713,38.20712,-121.66008,Cache/Liberty,2008,11,2008-11-07,1,82,15.5
FMWT,713,38.20712,-121.66008,Cache/Liberty,2008,12,2008-12-16,1,NA,8.9
FMWT,713,38.20712,-121.66008,Cache/Liberty,2009,9,2009-09-16,1,45,21
FMWT,713,38.20712,-121.66008,Cache/Liberty,2009,10,2009-10-19,1,57.99999999999999,17.2
FMWT,713,38.20712,-121.66008,Cache/Liberty,2009,11,2009-11-10,1,98,15.1
FMWT,713,38.20712,-121.66008,Cache/Liberty,2009,12,2009-12-10,1,110.00000000000001,8.5
FMWT,713,38.20712,-121.66008,Cache/Liberty,2010,9,2010-09-20,1,48,20.3
FMWT,713,38.20712,-121.66008,Cache/Liberty,2010,10,2010-10-12,1,82,19
FMWT,713,38.20712,-121.66008,Cache/Liberty,2010,11,2010-11-09,1,99,15.3
FMWT,713,38.20712,-121.66008,Cache/Liberty,2010,12,2010-12-06,1,97,10.6
FMWT,715,38.22295,-121.67362,Cache/Liberty,2007,9,2007-09-13,1,66,20.2
FMWT,715,38.22295,-121.67362,Cache/Liberty,2007,10,2007-10-10,1,69,16.9
FMWT,715,38.22295,-121.67362,Cache/Liberty,2007,11,2007-11-15,1,81,15.5
FMWT,715,38.22295,-121.67362,Cache/Liberty,2007,12,2007-12-17,1,82,8.5
FMWT,715,38.22295,-121.67362,Cache/Liberty,2008,9,2008-09-17,1,33,19.5
FMWT,715,38.22295,-121.67362,Cache/Liberty,2008,10,2008-10-16,1,56.99999999999999,16.7
FMWT,715,38.22295,-121.67362,Cache/Liberty,2008,11,2008-11-07,1,95,15.7
FMWT,715,38.22295,-121.67362,Cache/Liberty,2008,12,2008-12-16,1,NA,8.8
FMWT,715,38.22295,-121.67362,Cache/Liberty,2009,9,2009-09-16,1,49,20.9
FMWT,715,38.22295,-121.67362,Cache/Liberty,2009,10,2009-10-19,1,51,17.3
FMWT,715,38.22295,-121.67362,Cache/Liberty,2009,11,2009-11-10,1,84,15.1
FMWT,715,38.22295,-121.67362,Cache/Liberty,2009,12,2009-12-10,1,111.00000000000001,8.5
FMWT,715,38.22295,-121.67362,Cache/Liberty,2010,9,2010-09-20,2,43,20.3
FMWT,715,38.22295,-121.67362,Cache/Liberty,2010,10,2010-10-12,1,80,18.8
FMWT,715,38.22295,-121.67362,Cache/Liberty,2010,11,2010-11-09,1,100,15.4
FMWT,715,38.22295,-121.67362,Cache/Liberty,2010,12,2010-12-06,1,100,10.7
FMWT,716,38.23787,-121.68438,Cache/Liberty,2007,9,2007-09-13,1,42,19.8
FMWT,716,38.23787,-121.68438,Cache/Liberty,2007,10,2007-10-10,1,74,16.8
FMWT,716,38.23787,-121.68438,Cache/Liberty,2007,11,2007-11-15,1,72,16.3
FMWT,716,38.23787,-121.68438,Cache/Liberty,2007,12,2007-12-17,1,78,8.5
FMWT,716,38.23787,-121.68438,Cache/Liberty,2008,9,2008-09-17,1,31,19.3
FMWT,716,38.23787,-121.68438,Cache/Liberty,2008,10,2008-10-16,1,48,16.7
FMWT,716,38.23787,-121.68438,Cache/Liberty,2008,11,2008-11-07,1,56.99999999999999,15.7
FMWT,716,38.23787,-121.68438,Cache/Liberty,2008,12,2008-12-16,1,NA,8.3
FMWT,716,38.23787,-121.68438,Cache/Liberty,2009,9,2009-09-16,1,38,21.2
FMWT,716,38.23787,-121.68438,Cache/Liberty,2009,9,2009-09-30,1,49,19.8
FMWT,716,38.23787,-121.68438,Cache/Liberty,2009,10,2009-10-19,1,48,17.3
FMWT,716,38.23787,-121.68438,Cache/Liberty,2009,10,2009-10-28,1,12,14.4
FMWT,716,38.23787,-121.68438,Cache/Liberty,2009,11,2009-11-10,1,97,15.1
FMWT,716,38.23787,-121.68438,Cache/Liberty,2009,12,2009-12-10,1,118,8.3
FMWT,716,38.23787,-121.68438,Cache/Liberty,2009,12,2009-12-17,1,83,8.7
FMWT,716,38.23787,-121.68438,Cache/Liberty,2010,9,2010-09-20,1,40,20.2
FMWT,716,38.23787,-121.68438,Cache/Liberty,2010,10,2010-10-12,1,51,19.3
FMWT,716,38.23787,-121.68438,Cache/Liberty,2010,11,2010-11-09,1,82,15.5
FMWT,716,38.23787,-121.68438,Cache/Liberty,2010,12,2010-12-06,1,98,10.7
FMWT,717,38.17017,-121.63138,Upper Sac,2007,9,2007-09-13,1,85,20.7
FMWT,717,38.17017,-121.63138,Upper Sac,2007,10,2007-10-16,1,188,16.1
FMWT,717,38.17017,-121.63138,Upper Sac,2007,11,2007-11-16,1,108,14.8
FMWT,717,38.17017,-121.63138,Upper Sac,2007,12,2007-12-17,1,83,8.4
FMWT,717,38.17017,-121.63138,Upper Sac,2008,9,2008-09-18,1,90,18.8
FMWT,717,38.17017,-121.63138,Upper Sac,2008,10,2008-10-17,2,64,16.5
FMWT,717,38.17017,-121.63138,Upper Sac,2008,11,2008-11-14,1,134,14.9
FMWT,717,38.17017,-121.63138,Upper Sac,2008,12,2008-12-16,1,NA,8.6
FMWT,717,38.17017,-121.63138,Upper Sac,2009,9,2009-09-22,1,200,22.1
FMWT,717,38.17017,-121.63138,Upper Sac,2009,10,2009-10-21,1,200,17.9
FMWT,717,38.17017,-121.63138,Upper Sac,2009,11,2009-11-17,1,198,13.5
FMWT,717,38.17017,-121.63138,Upper Sac,2009,12,2009-12-16,1,79,9.2
FMWT,717,38.17017,-121.63138,Upper Sac,2010,9,2010-09-23,1,134,18.4
FMWT,717,38.17017,-121.63138,Upper Sac,2010,10,2010-10-18,1,185,17.4
FMWT,717,38.17017,-121.63138,Upper Sac,2010,11,2010-11-08,1,145,15.2
FMWT,717,38.17017,-121.63138,Upper Sac,2010,12,2010-12-07,1,72,10.9
FMWT,719,38.33428,-121.64733,Cache/Liberty,2009,9,2009-09-30,1,28.000000000000004,21.2
FMWT,719,38.33428,-121.64733,Cache/Liberty,2009,10,2009-10-28,1,31,15.8
FMWT,719,38.33428,-121.64733,Cache/Liberty,2009,11,2009-11-18,1,47,13.5
FMWT,719,38.33428,-121.64733,Cache/Liberty,2009,12,2009-12-17,1,43,9.3
FMWT,719,38.33428,-121.64733,Cache/Liberty,2010,9,2010-09-29,1,28.000000000000004,21.5
FMWT,719,38.33428,-121.64733,Cache/Liberty,2010,10,2010-10-19,1,35,18.6
FMWT,719,38.33428,-121.64733,Cache/Liberty,2010,11,2010-11-09,1,24,16.4
FMWT,719,38.33428,-121.64733,Cache/Liberty,2010,12,2010-12-08,1,38,10.9
FMWT,721,38.26815,-121.70277,Cache/Liberty,2010,9,2010-09-29,1,44,24
FMWT,721,38.26815,-121.70277,Cache/Liberty,2010,10,2010-10-19,1,55.00000000000001,18.3
FMWT,721,38.26815,-121.70277,Cache/Liberty,2010,11,2010-11-09,1,50,16
FMWT,721,38.26815,-121.70277,Cache/Liberty,2010,12,2010-12-06,1,72,11.3
FMWT,723,38.23615,-121.67348,Cache/Liberty,2009,9,2009-09-30,1,52,20.3
FMWT,723,38.23615,-121.67348,Cache/Liberty,2009,10,2009-10-28,1,18,14.6
FMWT,723,38.23615,-121.67348,Cache/Liberty,2009,11,2009-11-18,1,146,13.1
FMWT,723,38.23615,-121.67348,Cache/Liberty,2009,12,2009-12-17,1,96,8.6
FMWT,723,38.23615,-121.67348,Cache/Liberty,2010,9,2010-09-29,2,91,20.9
FMWT,723,38.23615,-121.67348,Cache/Liberty,2010,10,2010-10-19,1,64,17.9
FMWT,723,38.23615,-121.67348,Cache/Liberty,2010,11,2010-11-16,1,102,14
FMWT,723,38.23615,-121.67348,Cache/Liberty,2010,12,2010-12-08,1,104,11.1
FMWT,724,38.23578,-121.55878,Upper Sac,2007,9,2007-09-13,1,96,20.5
FMWT,724,38.23578,-121.55878,Upper Sac,2007,10,2007-10-16,1,200,16.1
FMWT,724,38.23578,-121.55878,Upper Sac,2007,11,2007-11-16,1,150,14.7
FMWT,724,38.23578,-121.55878,Upper Sac,2007,12,2007-12-17,1,75,8.4
FMWT,724,38.23578,-121.55878,Upper Sac,2008,9,2008-09-18,1,99,20.5
FMWT,724,38.23578,-121.55878,Upper Sac,2008,10,2008-10-17,1,200,15.8
FMWT,724,38.23578,-121.55878,Upper Sac,2008,11,2008-11-14,1,124,14.8
FMWT,724,38.23578,-121.55878,Upper Sac,2008,12,2008-12-17,1,NA,8.1
FMWT,724,38.23578,-121.55878,Upper Sac,2009,9,2009-09-22,1,200,22
FMWT,724,38.23578,-121.55878,Upper Sac,2009,10,2009-10-21,1,200,18.4
