Source,Station,Latitude,Longitude,Region,Year,Month,Date,Microcystis,Secchi,Temperature
FMWT,723,38.23615,-121.67348,Cache/Liberty,2016,9,2016-09-15,1,115.99999999999999,19.3
FMWT,796,38.47387,-121.5844,Cache/Liberty,2016,9,2016-09-15,1,51,22
FMWT,795,38.5377,-121.58468,Cache/Liberty,2016,9,2016-09-15,1,140,23.5
FMWT,797,38.40462,-121.6156,Cache/Liberty,2016,9,2016-09-15,1,35,21.1
FMWT,719,38.33428,-121.64733,Cache/Liberty,2016,9,2016-09-15,1,52,20.3
FMWT,701,38.06505,-121.83475,Lower Sac,2016,9,2016-09-14,1,44,20.1
FMWT,703,38.06087,-121.79692,Lower Sac,2016,9,2016-09-14,1,39,20.3
FMWT,721,38.26815,-121.70277,Cache/Liberty,2016,9,2016-09-14,2,124,18.5
FMWT,716,38.23787,-121.68438,Cache/Liberty,2016,9,2016-09-14,2,139,18.8
FMWT,715,38.22295,-121.67362,Cache/Liberty,2016,9,2016-09-14,2,117,19.1
FMWT,713,38.20712,-121.66008,Cache/Liberty,2016,9,2016-09-14,2,138,19.6
FMWT,711,38.17595,-121.67028,Lower Sac,2016,9,2016-09-14,2,163,19.5
FMWT,710,38.162,-121.68228,Lower Sac,2016,9,2016-09-14,2,169,19.3
FMWT,709,38.14787,-121.69048,Lower Sac,2016,9,2016-09-14,2,144,20
FMWT,708,38.12608,-121.6967,Lower Sac,2016,9,2016-09-14,2,148,19.9
FMWT,707,38.11397,-121.70797,Lower Sac,2016,9,2016-09-14,2,121,19.9
FMWT,705,38.07925,-121.7618,Lower Sac,2016,9,2016-09-14,1,35,20.6
FMWT,704,38.07087,-121.77892,Lower Sac,2016,9,2016-09-14,1,28.999999999999996,20.1
FMWT,706,38.0903,-121.74,Lower Sac,2016,9,2016-09-14,1,61,20.4
FMWT,919,38.10572,-121.49525,East Delta,2016,9,2016-09-20,5,256,21
FMWT,810,38.07083,-121.67622,Lower SJ,2016,9,2016-09-20,1,80,21.7
FMWT,811,38.09742,-121.66487,Lower SJ,2016,9,2016-09-20,2,87,21.5
FMWT,812,38.08792,-121.64883,Lower SJ,2016,9,2016-09-20,2,86,21.5
FMWT,813,38.09978,-121.62767,Lower SJ,2016,9,2016-09-20,2,87,21.5
FMWT,814,38.10128,-121.6022,Lower SJ,2016,9,2016-09-20,2,112.99999999999999,22
FMWT,815,38.0913,-121.57587,Lower SJ,2016,9,2016-09-20,5,112.99999999999999,21.8
FMWT,905,38.05953,-121.55573,Lower SJ,2016,9,2016-09-20,3,142,22
FMWT,904,38.07828,-121.56847,Lower SJ,2016,9,2016-09-20,5,137,21.7
FMWT,903,38.10628,-121.56747,East Delta,2016,9,2016-09-20,2,193,20.8
FMWT,923,38.13445,-121.56625,East Delta,2016,9,2016-09-20,1,224.00000000000003,20.6
FMWT,921,38.16513,-121.49303,East Delta,2016,9,2016-09-20,5,190,21
FMWT,920,38.14138,-121.50475,East Delta,2016,9,2016-09-20,4,249.00000000000003,21.6
FMWT,922,38.20438,-121.4789,East Delta,2016,9,2016-09-20,5,190,20.8
FMWT,712,38.19042,-121.64095,Upper Sac,2016,9,2016-09-21,1,123,19.9
FMWT,736,38.36737,-121.5214,Upper Sac,2016,9,2016-09-21,1,148,19.8
FMWT,735,38.33343,-121.56968,Upper Sac,2016,9,2016-09-21,1,123,19.7
FMWT,073,38.27433,-121.53937,Upper Sac,2016,9,2016-09-21,1,147,19.8
FMWT,724,38.23578,-121.55878,Upper Sac,2016,9,2016-09-21,1,149,20.1
FMWT,717,38.17017,-121.63138,Upper Sac,2016,9,2016-09-21,1,176,20.1
FMWT,072,38.18775,-121.58057,Upper Sac,2016,9,2016-09-21,1,163,19.7
FMWT,804,38.02308,-121.79868,Lower SJ,2016,10,2016-10-10,1,98,18.7
FMWT,721,38.26815,-121.70277,Cache/Liberty,2016,10,2016-10-11,1,152,17.5
FMWT,716,38.23787,-121.68438,Cache/Liberty,2016,10,2016-10-11,1,67,17.3
FMWT,715,38.22295,-121.67362,Cache/Liberty,2016,10,2016-10-11,1,69,17.4
FMWT,713,38.20712,-121.66008,Cache/Liberty,2016,10,2016-10-11,1,130,17.1
FMWT,711,38.17595,-121.67028,Lower Sac,2016,10,2016-10-11,1,130,17.1
FMWT,710,38.162,-121.68228,Lower Sac,2016,10,2016-10-11,1,158,17.6
FMWT,709,38.14787,-121.69048,Lower Sac,2016,10,2016-10-11,1,166,17.3
FMWT,708,38.12608,-121.6967,Lower Sac,2016,10,2016-10-11,1,80,17.9
FMWT,707,38.11397,-121.70797,Lower Sac,2016,10,2016-10-11,1,59,18
FMWT,706,38.0903,-121.74,Lower Sac,2016,10,2016-10-11,1,50,18.2
FMWT,705,38.07925,-121.7618,Lower Sac,2016,10,2016-10-11,1,47,18.2
FMWT,704,38.07087,-121.77892,Lower Sac,2016,10,2016-10-11,1,87,18.5
FMWT,703,38.06087,-121.79692,Lower Sac,2016,10,2016-10-11,1,75,18.4
FMWT,701,38.06505,-121.83475,Lower Sac,2016,10,2016-10-11,1,70,18.4
FMWT,806,38.02872,-121.7617,Lower SJ,2016,10,2016-10-12,2,84,17.9
FMWT,807,38.02995,-121.73203,Lower SJ,2016,10,2016-10-12,2,100,18
FMWT,808,38.03337,-121.71942,Lower SJ,2016,10,2016-10-12,2,94,18.1
FMWT,809,38.0512,-121.69305,Lower SJ,2016,10,2016-10-12,2,113.99999999999999,18.2
FMWT,902,38.0205,-121.58255,Franks,2016,10,2016-10-12,2,280,18.7
FMWT,915,37.949,-121.55908,OMR,2016,10,2016-10-12,3,335,19.1
FMWT,914,37.94662,-121.53475,OMR,2016,10,2016-10-12,3,321,19.5
FMWT,913,37.97012,-121.53705,South Delta,2016,10,2016-10-12,3,307,19.4
FMWT,908,38.04308,-121.5298,Lower SJ,2016,10,2016-10-12,2,119,18.6
FMWT,906,38.05412,-121.51653,Lower SJ,2016,10,2016-10-12,2,210,18.9
FMWT,909,38.02442,-121.46705,South Delta,2016,10,2016-10-12,2,209,19.5
FMWT,910,38.00228,-121.45037,South Delta,2016,10,2016-10-12,2,165,19.8
FMWT,912,37.96883,-121.37172,South Delta,2016,10,2016-10-12,2,83,21.2
FMWT,911,37.99247,-121.40875,South Delta,2016,10,2016-10-12,2,112.00000000000001,20.4
FMWT,919,38.10572,-121.49525,East Delta,2016,10,2016-10-13,1,240,17
FMWT,920,38.14138,-121.50475,East Delta,2016,10,2016-10-13,1,227.99999999999997,17.2
FMWT,921,38.16513,-121.49303,East Delta,2016,10,2016-10-13,1,225.99999999999997,17
FMWT,922,38.20438,-121.4789,East Delta,2016,10,2016-10-13,1,153,17
FMWT,923,38.13445,-121.56625,East Delta,2016,10,2016-10-13,1,300,17.1
FMWT,903,38.10628,-121.56747,East Delta,2016,10,2016-10-13,1,262,17.3
FMWT,904,38.07828,-121.56847,Lower SJ,2016,10,2016-10-13,1,141,18.3
FMWT,905,38.05953,-121.55573,Lower SJ,2016,10,2016-10-13,1,164,18.6
FMWT,815,38.0913,-121.57587,Lower SJ,2016,10,2016-10-13,1,170,18.2
FMWT,814,38.10128,-121.6022,Lower SJ,2016,10,2016-10-13,1,100,18.3
FMWT,813,38.09978,-121.62767,Lower SJ,2016,10,2016-10-13,1,112.00000000000001,18.4
FMWT,812,38.08792,-121.64883,Lower SJ,2016,10,2016-10-13,1,120,18.6
FMWT,811,38.09742,-121.66487,Lower SJ,2016,10,2016-10-13,1,100,18.7
FMWT,810,38.07083,-121.67622,Lower SJ,2016,10,2016-10-13,1,87,18.4
FMWT,719,38.33428,-121.64733,Cache/Liberty,2016,10,2016-10-17,1,56.00000000000001,17.9
FMWT,723,38.23615,-121.67348,Cache/Liberty,2016,10,2016-10-17,1,170,17
FMWT,796,38.47387,-121.5844,Cache/Liberty,2016,10,2016-10-17,1,50,18.9
FMWT,797,38.40462,-121.6156,Cache/Liberty,2016,10,2016-10-17,1,24,17.9
FMWT,795,38.5377,-121.58468,Cache/Liberty,2016,10,2016-10-17,1,85,19.2
FMWT,712,38.19042,-121.64095,Upper Sac,2016,10,2016-10-18,1,234,17.4
FMWT,736,38.36737,-121.5214,Upper Sac,2016,10,2016-10-18,1,147,16.9
FMWT,735,38.33343,-121.56968,Upper Sac,2016,10,2016-10-18,1,127,17.4
FMWT,073,38.27433,-121.53937,Upper Sac,2016,10,2016-10-18,2,186,17.4
FMWT,724,38.23578,-121.55878,Upper Sac,2016,10,2016-10-18,1,158,16.8
FMWT,072,38.18775,-121.58057,Upper Sac,2016,10,2016-10-18,1,152,16.7
FMWT,717,38.17017,-121.63138,Upper Sac,2016,10,2016-10-18,1,194,16.9
FMWT,804,38.02308,-121.79868,Lower SJ,2016,11,2016-11-03,2,108,18.1
FMWT,721,38.26815,-121.70277,Cache/Liberty,2016,11,2016-11-07,1,167,17.8
FMWT,716,38.23787,-121.68438,Cache/Liberty,2016,11,2016-11-07,1,170,16.8
FMWT,715,38.22295,-121.67362,Cache/Liberty,2016,11,2016-11-07,1,157,16.8
FMWT,713,38.20712,-121.66008,Cache/Liberty,2016,11,2016-11-07,1,150,16.6
FMWT,711,38.17595,-121.67028,Lower Sac,2016,11,2016-11-07,1,148,16.3
FMWT,710,38.162,-121.68228,Lower Sac,2016,11,2016-11-07,1,150,16.3
FMWT,709,38.14787,-121.69048,Lower Sac,2016,11,2016-11-07,1,145,16.3
FMWT,708,38.12608,-121.6967,Lower Sac,2016,11,2016-11-07,1,38,16.5
FMWT,707,38.11397,-121.70797,Lower Sac,2016,11,2016-11-07,1,69,16.6
FMWT,706,38.0903,-121.74,Lower Sac,2016,11,2016-11-07,1,63,16.9
FMWT,705,38.07925,-121.7618,Lower Sac,2016,11,2016-11-07,1,64,16.9
FMWT,704,38.07087,-121.77892,Lower Sac,2016,11,2016-11-07,1,56.99999999999999,16.8
FMWT,703,38.06087,-121.79692,Lower Sac,2016,11,2016-11-07,1,66,16.9
FMWT,701,38.06505,-121.83475,Lower Sac,2016,11,2016-11-07,1,95,17
FMWT,909,38.02442,-121.46705,South Delta,2016,11,2016-11-08,2,161,18
FMWT,910,38.00228,-121.45037,South Delta,2016,11,2016-11-08,2,159,18.2
FMWT,911,37.99247,-121.40875,South Delta,2016,11,2016-11-08,2,140,18.2
FMWT,912,37.96883,-121.37172,South Delta,2016,11,2016-11-08,2,180,18
FMWT,906,38.05412,-121.51653,Lower SJ,2016,11,2016-11-08,2,193,17.5
FMWT,908,38.04308,-121.5298,Lower SJ,2016,11,2016-11-08,2,180,17.4
FMWT,913,37.97012,-121.53705,South Delta,2016,11,2016-11-08,2,292,17.7
FMWT,914,37.94662,-121.53475,OMR,2016,11,2016-11-08,2,400,18.8
FMWT,915,37.949,-121.55908,OMR,2016,11,2016-11-08,2,290,17.6
FMWT,902,38.0205,-121.58255,Franks,2016,11,2016-11-08,2,396,17.7
FMWT,808,38.03337,-121.71942,Lower SJ,2016,11,2016-11-08,2,133,17.4
FMWT,809,38.0512,-121.69305,Lower SJ,2016,11,2016-11-08,2,120,17.3
FMWT,807,38.02995,-121.73203,Lower SJ,2016,11,2016-11-08,2,130,17.4
FMWT,806,38.02872,-121.7617,Lower SJ,2016,11,2016-11-08,1,106,17.4
FMWT,073,38.27433,-121.53937,Upper Sac,2016,11,2016-11-10,1,175,16.1
FMWT,724,38.23578,-121.55878,Upper Sac,2016,11,2016-11-10,1,193,16.4
FMWT,072,38.18775,-121.58057,Upper Sac,2016,11,2016-11-10,1,176,15.8
FMWT,717,38.17017,-121.63138,Upper Sac,2016,11,2016-11-10,1,170,16.3
FMWT,905,38.05953,-121.55573,Lower SJ,2016,11,2016-11-10,1,150,17
FMWT,904,38.07828,-121.56847,Lower SJ,2016,11,2016-11-10,1,144,16.8
FMWT,903,38.10628,-121.56747,East Delta,2016,11,2016-11-10,1,150,15.7
FMWT,814,38.10128,-121.6022,Lower SJ,2016,11,2016-11-10,1,140,17.2
FMWT,813,38.09978,-121.62767,Lower SJ,2016,11,2016-11-10,1,140,16.8
FMWT,812,38.08792,-121.64883,Lower SJ,2016,11,2016-11-10,1,180,16.9
FMWT,810,38.07083,-121.67622,Lower SJ,2016,11,2016-11-10,1,174,16.9
FMWT,811,38.09742,-121.66487,Lower SJ,2016,11,2016-11-10,1,160,17.1
FMWT,919,38.10572,-121.49525,East Delta,2016,11,2016-11-09,1,188,16
FMWT,920,38.14138,-121.50475,East Delta,2016,11,2016-11-09,1,95,16.4
FMWT,815,38.0913,-121.57587,Lower SJ,2016,11,2016-11-09,1,120,17.6
FMWT,923,38.13445,-121.56625,East Delta,2016,11,2016-11-09,1,140,16.3
FMWT,922,38.20438,-121.4789,East Delta,2016,11,2016-11-09,1,178,16.4
FMWT,921,38.16513,-121.49303,East Delta,2016,11,2016-11-09,1,156,16.1
FMWT,712,38.19042,-121.64095,Upper Sac,2016,11,2016-11-14,1,180,16.6
FMWT,723,38.23615,-121.67348,Cache/Liberty,2016,11,2016-11-14,1,170,16.7
FMWT,796,38.47387,-121.5844,Cache/Liberty,2016,11,2016-11-14,1,55.00000000000001,17.6
FMWT,795,38.5377,-121.58468,Cache/Liberty,2016,11,2016-11-14,1,100,18.3
FMWT,797,38.40462,-121.6156,Cache/Liberty,2016,11,2016-11-14,1,28.000000000000004,17.2
FMWT,719,38.33428,-121.64733,Cache/Liberty,2016,11,2016-11-14,1,45,16.8
FMWT,804,38.02308,-121.79868,Lower SJ,2016,12,2016-12-02,1,45,12.1
FMWT,701,38.06505,-121.83475,Lower Sac,2016,12,2016-12-05,1,67,11.6
FMWT,703,38.06087,-121.79692,Lower Sac,2016,12,2016-12-06,1,30,10.8
FMWT,704,38.07087,-121.77892,Lower Sac,2016,12,2016-12-06,1,38,10.8
FMWT,705,38.07925,-121.7618,Lower Sac,2016,12,2016-12-06,1,35,10.7
FMWT,706,38.0903,-121.74,Lower Sac,2016,12,2016-12-06,1,42,10.4
FMWT,707,38.11397,-121.70797,Lower Sac,2016,12,2016-12-06,1,60,10.1
FMWT,708,38.12608,-121.6967,Lower Sac,2016,12,2016-12-06,1,71,10.1
FMWT,709,38.14787,-121.69048,Lower Sac,2016,12,2016-12-06,1,98,10
FMWT,710,38.162,-121.68228,Lower Sac,2016,12,2016-12-06,1,106,10.1
FMWT,711,38.17595,-121.67028,Lower Sac,2016,12,2016-12-06,1,104,10.1
FMWT,713,38.20712,-121.66008,Cache/Liberty,2016,12,2016-12-06,1,103,10.1
FMWT,715,38.22295,-121.67362,Cache/Liberty,2016,12,2016-12-06,1,90,10.3
FMWT,716,38.23787,-121.68438,Cache/Liberty,2016,12,2016-12-06,1,100,10.3
FMWT,721,38.26815,-121.70277,Cache/Liberty,2016,12,2016-12-06,1,112.99999999999999,10.5
FMWT,912,37.96883,-121.37172,South Delta,2016,12,2016-12-07,1,123,11.8
FMWT,911,37.99247,-121.40875,South Delta,2016,12,2016-12-07,1,139,11.1
FMWT,910,38.00228,-121.45037,South Delta,2016,12,2016-12-07,1,142,10.7
FMWT,909,38.02442,-121.46705,South Delta,2016,12,2016-12-07,1,179,10.4
FMWT,906,38.05412,-121.51653,Lower SJ,2016,12,2016-12-07,1,123,10.4
FMWT,908,38.04308,-121.5298,Lower SJ,2016,12,2016-12-07,1,127,10.4
FMWT,913,37.97012,-121.53705,South Delta,2016,12,2016-12-07,1,167,10.5
FMWT,914,37.94662,-121.53475,OMR,2016,12,2016-12-07,1,242,10.6
FMWT,915,37.949,-121.55908,OMR,2016,12,2016-12-07,1,170,10.2
FMWT,902,38.0205,-121.58255,Franks,2016,12,2016-12-07,1,192,9.8
FMWT,809,38.0512,-121.69305,Lower SJ,2016,12,2016-12-07,1,96,10.4
FMWT,808,38.03337,-121.71942,Lower SJ,2016,12,2016-12-07,1,87,10.3
FMWT,807,38.02995,-121.73203,Lower SJ,2016,12,2016-12-07,1,76,10.5
FMWT,806,38.02872,-121.7617,Lower SJ,2016,12,2016-12-07,1,65,10.4
FMWT,797,38.40462,-121.6156,Cache/Liberty,2016,12,2016-12-13,1,20,11.1
FMWT,796,38.47387,-121.5844,Cache/Liberty,2016,12,2016-12-13,1,34,11.3
FMWT,795,38.5377,-121.58468,Cache/Liberty,2016,12,2016-12-13,1,96,12
FMWT,717,38.17017,-121.63138,Upper Sac,2016,12,2016-12-12,1,23,9.9
FMWT,072,38.18775,-121.58057,Upper Sac,2016,12,2016-12-12,1,28.999999999999996,10.3
FMWT,724,38.23578,-121.55878,Upper Sac,2016,12,2016-12-12,1,20,10.6
FMWT,073,38.27433,-121.53937,Upper Sac,2016,12,2016-12-12,1,27,10.4
FMWT,735,38.33343,-121.56968,Upper Sac,2016,12,2016-12-12,1,24,10.5
FMWT,736,38.36737,-121.5214,Upper Sac,2016,12,2016-12-12,1,24,10.4
FMWT,712,38.19042,-121.64095,Upper Sac,2016,12,2016-12-12,1,21,10.8
FMWT,919,38.10572,-121.49525,East Delta,2016,12,2016-12-08,1,120,9.3
FMWT,920,38.14138,-121.50475,East Delta,2016,12,2016-12-08,1,138,9.4
FMWT,921,38.16513,-121.49303,East Delta,2016,12,2016-12-08,1,120,9.2
FMWT,922,38.20438,-121.4789,East Delta,2016,12,2016-12-08,1,132,9.3
FMWT,923,38.13445,-121.56625,East Delta,2016,12,2016-12-08,1,110.00000000000001,9.5
FMWT,903,38.10628,-121.56747,East Delta,2016,12,2016-12-08,1,56.99999999999999,9.8
FMWT,905,38.05953,-121.55573,Lower SJ,2016,12,2016-12-08,1,93,10.5
FMWT,904,38.07828,-121.56847,Lower SJ,2016,12,2016-12-08,1,77,10.7
FMWT,815,38.0913,-121.57587,Lower SJ,2016,12,2016-12-08,1,96,10.8
FMWT,814,38.10128,-121.6022,Lower SJ,2016,12,2016-12-08,1,91,10.8
FMWT,813,38.09978,-121.62767,Lower SJ,2016,12,2016-12-08,1,79,10.7
FMWT,812,38.08792,-121.64883,Lower SJ,2016,12,2016-12-08,1,105,10.7
FMWT,811,38.09742,-121.66487,Lower SJ,2016,12,2016-12-08,1,66,10.5
FMWT,810,38.07083,-121.67622,Lower SJ,2016,12,2016-12-08,1,80,10.6
FMWT,719,38.33428,-121.64733,Cache/Liberty,2016,12,2016-12-09,1,62,10.8
FMWT,723,38.23615,-121.67348,Cache/Liberty,2016,12,2016-12-09,1,90,9.6
FMWT,799,38.370767,-121.63075,Cache/Liberty,2009,10,2009-10-28,1,21,15.7
FMWT,804,38.02308,-121.79868,Lower SJ,2017,9,2017-09-11,3,82,24.3
FMWT,701,38.06505,-121.83475,Lower Sac,2017,9,2017-09-13,1,72,22.4
FMWT,703,38.06087,-121.79692,Lower Sac,2017,9,2017-09-13,1,63,21.9
FMWT,704,38.07087,-121.77892,Lower Sac,2017,9,2017-09-13,1,64,21.6
FMWT,705,38.07925,-121.7618,Lower Sac,2017,9,2017-09-13,1,57.99999999999999,21.5
FMWT,707,38.11397,-121.70797,Lower Sac,2017,9,2017-09-13,1,102,21.7
FMWT,708,38.12608,-121.6967,Lower Sac,2017,9,2017-09-13,2,139,21.7
FMWT,709,38.14787,-121.69048,Lower Sac,2017,9,2017-09-13,1,128,21.9
FMWT,710,38.162,-121.68228,Lower Sac,2017,9,2017-09-13,1,122,21.9
FMWT,711,38.17595,-121.67028,Lower Sac,2017,9,2017-09-13,1,124,21.9
FMWT,713,38.20712,-121.66008,Cache/Liberty,2017,9,2017-09-13,1,129,21.8
FMWT,715,38.22295,-121.67362,Cache/Liberty,2017,9,2017-09-13,1,123,21.9
FMWT,716,38.23787,-121.68438,Cache/Liberty,2017,9,2017-09-13,1,113.99999999999999,21.9
FMWT,721,38.26815,-121.70277,Cache/Liberty,2017,9,2017-09-13,1,126,22.5
FMWT,795,38.5377,-121.58468,Cache/Liberty,2017,9,2017-09-14,1,84,24.2
FMWT,719,38.33428,-121.64733,Cache/Liberty,2017,9,2017-09-14,1,56.00000000000001,22.6
FMWT,723,38.23615,-121.67348,Cache/Liberty,2017,9,2017-09-14,1,129,21.7
FMWT,797,38.40462,-121.6156,Cache/Liberty,2017,9,2017-09-14,1,40,22.9
FMWT,796,38.47387,-121.5844,Cache/Liberty,2017,9,2017-09-14,1,55.00000000000001,23.8
FMWT,072,38.18775,-121.58057,Upper Sac,2017,9,2017-09-20,1,96,18.9
FMWT,073,38.27433,-121.53937,Upper Sac,2017,9,2017-09-20,1,107,19.2
FMWT,717,38.17017,-121.63138,Upper Sac,2017,9,2017-09-20,1,75,19
FMWT,735,38.33343,-121.56968,Upper Sac,2017,9,2017-09-20,1,98,18.8
FMWT,736,38.36737,-121.5214,Upper Sac,2017,9,2017-09-20,1,130,18.8
FMWT,807,38.02995,-121.73203,Lower SJ,2017,9,2017-09-18,3,99,21.6
FMWT,808,38.03337,-121.71942,Lower SJ,2017,9,2017-09-18,4,97,21.7
FMWT,809,38.0512,-121.69305,Lower SJ,2017,9,2017-09-18,4,133,21.6
FMWT,810,38.07083,-121.67622,Lower SJ,2017,9,2017-09-19,3,107,21.5
FMWT,811,38.09742,-121.66487,Lower SJ,2017,9,2017-09-19,5,95,21.8
FMWT,812,38.08792,-121.64883,Lower SJ,2017,9,2017-09-19,5,136,21.5
FMWT,813,38.09978,-121.62767,Lower SJ,2017,9,2017-09-19,5,104,21.2
FMWT,814,38.10128,-121.6022,Lower SJ,2017,9,2017-09-19,4,118,21.4
FMWT,815,38.0913,-121.57587,Lower SJ,2017,9,2017-09-19,3,118,21.4
FMWT,902,38.0205,-121.58255,Franks,2017,9,2017-09-18,5,170,22.3
FMWT,903,38.10628,-121.56747,East Delta,2017,9,2017-09-19,1,133,19.2
FMWT,904,38.07828,-121.56847,Lower SJ,2017,9,2017-09-19,3,131,21.2
FMWT,905,38.05953,-121.55573,Lower SJ,2017,9,2017-09-19,3,119,21.7
FMWT,906,38.05412,-121.51653,Lower SJ,2017,9,2017-09-18,3,130,22.9
FMWT,908,38.04308,-121.5298,Lower SJ,2017,9,2017-09-18,3,149,22.8
FMWT,909,38.02442,-121.46705,South Delta,2017,9,2017-09-18,1,93,23.2
FMWT,910,38.00228,-121.45037,South Delta,2017,9,2017-09-18,1,95,23.7
FMWT,912,37.96883,-121.37172,South Delta,2017,9,2017-09-18,1,78,22.6
FMWT,913,37.97012,-121.53705,South Delta,2017,9,2017-09-18,4,198,23.4
FMWT,914,37.94662,-121.53475,OMR,2017,9,2017-09-18,4,150,23.3
FMWT,915,37.949,-121.55908,OMR,2017,9,2017-09-18,5,158,22.8
FMWT,919,38.10572,-121.49525,East Delta,2017,9,2017-09-19,1,210,20
FMWT,920,38.14138,-121.50475,East Delta,2017,9,2017-09-19,1,193,20
FMWT,922,38.20438,-121.4789,East Delta,2017,9,2017-09-19,1,112.99999999999999,19.4
FMWT,923,38.13445,-121.56625,East Delta,2017,9,2017-09-19,1,129,19.2
FMWT,712,38.19042,-121.64095,Upper Sac,2017,9,2017-09-20,1,130,19.4
FMWT,724,38.23578,-121.55878,Upper Sac,2017,9,2017-09-20,1,100,19
FMWT,806,38.02872,-121.7617,Lower SJ,2017,9,2017-09-18,3,64,21.4
FMWT,911,37.99247,-121.40875,South Delta,2017,9,2017-09-18,1,185,22.8
FMWT,921,38.16513,-121.49303,East Delta,2017,9,2017-09-19,1,157,19.7
FMWT,804,38.02308,-121.79868,Lower SJ,2017,10,2017-10-05,1,67,19.5
FMWT,701,38.06505,-121.83475,Lower Sac,2017,10,2017-10-10,1,37,17.5
FMWT,703,38.06087,-121.79692,Lower Sac,2017,10,2017-10-10,1,57.99999999999999,17
FMWT,704,38.07087,-121.77892,Lower Sac,2017,10,2017-10-10,1,57.99999999999999,16.6
FMWT,705,38.07925,-121.7618,Lower Sac,2017,10,2017-10-10,1,62,16.7
FMWT,706,38.0903,-121.74,Lower Sac,2017,10,2017-10-10,1,88,16.8
FMWT,707,38.11397,-121.70797,Lower Sac,2017,10,2017-10-10,2,110.00000000000001,17.1
FMWT,708,38.12608,-121.6967,Lower Sac,2017,10,2017-10-10,2,139,17
FMWT,709,38.14787,-121.69048,Lower Sac,2017,10,2017-10-10,1,128,17
FMWT,710,38.162,-121.68228,Lower Sac,2017,10,2017-10-10,1,130,16.9
FMWT,713,38.20712,-121.66008,Cache/Liberty,2017,10,2017-10-10,1,117,17.1
FMWT,715,38.22295,-121.67362,Cache/Liberty,2017,10,2017-10-10,1,100,17.2
FMWT,716,38.23787,-121.68438,Cache/Liberty,2017,10,2017-10-10,1,92,17.4
FMWT,721,38.26815,-121.70277,Cache/Liberty,2017,10,2017-10-10,1,118,18.4
FMWT,806,38.02872,-121.7617,Lower SJ,2017,10,2017-10-11,1,77,17.6
FMWT,807,38.02995,-121.73203,Lower SJ,2017,10,2017-10-11,1,91,17.3
FMWT,808,38.03337,-121.71942,Lower SJ,2017,10,2017-10-11,1,100,17.3
FMWT,809,38.0512,-121.69305,Lower SJ,2017,10,2017-10-11,1,105,17.5
FMWT,902,38.0205,-121.58255,Franks,2017,10,2017-10-11,1,305,17.6
FMWT,906,38.05412,-121.51653,Lower SJ,2017,10,2017-10-11,1,168,17.9
FMWT,908,38.04308,-121.5298,Lower SJ,2017,10,2017-10-11,1,175,17.7
FMWT,909,38.02442,-121.46705,South Delta,2017,10,2017-10-11,1,133,18.4
FMWT,910,38.00228,-121.45037,South Delta,2017,10,2017-10-11,1,96,18.9
FMWT,911,37.99247,-121.40875,South Delta,2017,10,2017-10-11,1,104,18.8
FMWT,912,37.96883,-121.37172,South Delta,2017,10,2017-10-11,1,100,18.4
FMWT,913,37.97012,-121.53705,South Delta,2017,10,2017-10-11,1,180,18.1
FMWT,914,37.94662,-121.53475,OMR,2017,10,2017-10-11,1,180,18.1
FMWT,915,37.949,-121.55908,OMR,2017,10,2017-10-11,1,240,17.9
FMWT,814,38.10128,-121.6022,Lower SJ,2017,10,2017-10-12,1,127,17.3
FMWT,815,38.0913,-121.57587,Lower SJ,2017,10,2017-10-12,1,138,17.3
FMWT,903,38.10628,-121.56747,East Delta,2017,10,2017-10-12,1,156,16.9
FMWT,904,38.07828,-121.56847,Lower SJ,2017,10,2017-10-12,1,169,17.2
FMWT,905,38.05953,-121.55573,Lower SJ,2017,10,2017-10-12,1,166,17.1
FMWT,919,38.10572,-121.49525,East Delta,2017,10,2017-10-12,1,290,15.9
FMWT,920,38.14138,-121.50475,East Delta,2017,10,2017-10-12,1,300,16
FMWT,921,38.16513,-121.49303,East Delta,2017,10,2017-10-12,1,183,15.6
FMWT,922,38.20438,-121.4789,East Delta,2017,10,2017-10-12,1,149,15.8
FMWT,923,38.13445,-121.56625,East Delta,2017,10,2017-10-12,1,243.00000000000003,16.2
FMWT,795,38.5377,-121.58468,Cache/Liberty,2017,10,2017-10-17,1,123,18.7
FMWT,796,38.47387,-121.5844,Cache/Liberty,2017,10,2017-10-17,1,73,18.3
FMWT,797,38.40462,-121.6156,Cache/Liberty,2017,10,2017-10-17,1,440.00000000000006,17.5
FMWT,719,38.33428,-121.64733,Cache/Liberty,2017,10,2017-10-17,1,51,17.2
FMWT,723,38.23615,-121.67348,Cache/Liberty,2017,10,2017-10-17,1,145,16.6
FMWT,812,38.08792,-121.64883,Lower SJ,2017,10,2017-10-17,1,124,16.5
FMWT,813,38.09978,-121.62767,Lower SJ,2017,10,2017-10-17,1,121,16.4
FMWT,712,38.19042,-121.64095,Upper Sac,2017,10,2017-10-18,1,186,17.3
FMWT,736,38.36737,-121.5214,Upper Sac,2017,10,2017-10-18,1,177,15.9
FMWT,735,38.33343,-121.56968,Upper Sac,2017,10,2017-10-18,1,183,16.2
FMWT,073,38.27433,-121.53937,Upper Sac,2017,10,2017-10-18,1,197,16.4
FMWT,724,38.23578,-121.55878,Upper Sac,2017,10,2017-10-18,1,180,15.4
FMWT,072,38.18775,-121.58057,Upper Sac,2017,10,2017-10-18,1,148,15
